region,category,parameter,mode,powertrain,year,unit,value
New York,Commercial Vehicles,EV Sales,Buses,BEV,2022,Vehicles,30140.61
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Charging Point,1830.21
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Vehicles,5391.31
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Percent,18290.03
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,13509.97
Georgia,Commercial Vehicles,EV Stock,Vans,BEV,2019,Vehicles,17734.82
Washington,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,46541.54
Nevada,Passenger Vehicles,EV Sales,Bikes,BEV,2021,Percent,3787.65
New York,Passenger Vehicles,EV Sales,Bikes,PHEV,2022,Vehicles,23190.27
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Vehicles,9993.01
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Vehicles,17856.34
Arizona,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Percent,33884.04
Georgia,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Vehicles,48649.66
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2023,Percent,34766.91
Florida,Commercial Vehicles,EV Stock,Bikes,BEV,2020,Charging Point,44253.74
Washington,Commercial Vehicles,EV Stock,Vans,BEV,2020,Vehicles,7448.21
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2019,Vehicles,9151.44
Arizona,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Vehicles,43850.75
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2023,Charging Point,30415.36
Illinois,Commercial Vehicles,EV Sales,Bikes,PHEV,2021,Vehicles,39626.76
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2023,Percent,11220.7
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Vehicles,17494.89
New York,Commercial Vehicles,EV Sales,Cars,BEV,2023,Percent,4143.62
Georgia,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Percent,44789.71
Illinois,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Percent,47822.14
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Percent,42887.45
Illinois,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Percent,21915.3
New York,Passenger Vehicles,EV Stock,Cars,BEV,2022,Vehicles,17122.62
Georgia,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,23183.78
Arizona,Passenger Vehicles,EV Stock,Buses,BEV,2023,Vehicles,31917.11
California,Passenger Vehicles,EV Stock,Cars,BEV,2022,Percent,21632.22
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2020,Charging Point,21138.85
Colorado,Commercial Vehicles,EV Stock,Cars,BEV,2022,Vehicles,21608.85
Illinois,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,37254.4
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Vehicles,39360.86
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2022,Percent,43539.86
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,12225.06
Illinois,Commercial Vehicles,EV Stock,Vans,BEV,2018,Percent,7959.49
New York,Commercial Vehicles,EV Sales,Vans,BEV,2022,Vehicles,17321.88
Washington,Passenger Vehicles,EV Stock,Vans,PHEV,2018,Vehicles,21080.36
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,35123.2
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Percent,37920.73
New York,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Vehicles,49209.23
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2023,Percent,18973.31
Washington,Commercial Vehicles,EV Sales,Vans,BEV,2021,Percent,20185.74
Colorado,Commercial Vehicles,EV Sales,Bikes,BEV,2022,Percent,27149.79
Nevada,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Charging Point,41034.74
Illinois,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Percent,33080.61
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,28675.71
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2021,Charging Point,32441.29
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2024,Percent,23276.07
Texas,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Charging Point,37976.77
Texas,Passenger Vehicles,EV Sales,Cars,BEV,2023,Vehicles,3857.26
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,25500.3
New York,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,40348.22
Florida,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Percent,15195.7
Arizona,Commercial Vehicles,EV Sales,Vans,PHEV,2018,Charging Point,42186.46
Colorado,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,39163.33
Texas,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Percent,29075.39
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2023,Vehicles,12682.21
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,43067.6
Texas,Commercial Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,1595.45
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Percent,29666.41
California,Passenger Vehicles,EV Stock,Buses,BEV,2023,Charging Point,39149.98
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2019,Charging Point,24321.6
Washington,Commercial Vehicles,EV Sales,Cars,BEV,2019,Charging Point,5232.52
Colorado,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Charging Point,41715.68
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2022,Percent,45463.49
Washington,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Percent,28209.15
Florida,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,39379.02
Florida,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Vehicles,30574.67
Texas,Commercial Vehicles,EV Stock,Cars,BEV,2019,Charging Point,28706.82
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2018,Percent,6625.52
Texas,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,21895.95
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2021,Vehicles,33971.81
Florida,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Vehicles,22778.7
California,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Charging Point,30926.45
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Percent,44750.95
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Vehicles,18374.46
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2021,Percent,41441.48
Arizona,Passenger Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,1549.35
Washington,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Vehicles,42647.85
Texas,Commercial Vehicles,EV Stock,Bikes,BEV,2021,Percent,5423.2
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2020,Vehicles,16139.89
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2020,Vehicles,25720.89
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2020,Vehicles,32536.75
Illinois,Commercial Vehicles,EV Sales,Buses,BEV,2021,Charging Point,47660.29
Georgia,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Vehicles,15420.82
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2021,Charging Point,4358.9
Arizona,Passenger Vehicles,EV Sales,Bikes,PHEV,2019,Charging Point,22995.9
New York,Commercial Vehicles,EV Sales,Buses,BEV,2021,Percent,17328.88
Florida,Passenger Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,30045.94
Georgia,Passenger Vehicles,EV Stock,Vans,PHEV,2024,Vehicles,46146.85
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2023,Charging Point,32203.57
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Percent,28942.91
New York,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Percent,12379.62
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2023,Vehicles,13311.73
Illinois,Commercial Vehicles,EV Stock,Vans,PHEV,2018,Charging Point,21860.19
Florida,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Charging Point,44575.49
Washington,Commercial Vehicles,EV Sales,Cars,BEV,2020,Percent,29016.24
Arizona,Passenger Vehicles,EV Sales,Cars,BEV,2020,Percent,24782.92
Nevada,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Percent,27173.12
Texas,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Percent,41705.73
New York,Passenger Vehicles,EV Stock,Vans,BEV,2020,Percent,33926.93
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2018,Charging Point,46378.51
Colorado,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,29128.87
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2021,Charging Point,9881.83
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2021,Vehicles,1034.42
New York,Passenger Vehicles,EV Stock,Buses,BEV,2020,Vehicles,15923.98
Texas,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Vehicles,3230.53
Washington,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Charging Point,20412.55
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2018,Charging Point,9475.72
Georgia,Passenger Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,20305.17
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Charging Point,20020.24
California,Commercial Vehicles,EV Stock,Vans,PHEV,2020,Percent,13885.83
California,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,32675.69
Georgia,Passenger Vehicles,EV Sales,Buses,BEV,2023,Charging Point,21728.35
Texas,Passenger Vehicles,EV Stock,Bikes,PHEV,2024,Percent,44683.47
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,3896.41
New York,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Charging Point,20590.12
California,Commercial Vehicles,EV Stock,Bikes,PHEV,2022,Charging Point,38819.89
Illinois,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Percent,24777.31
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Vehicles,48307.46
California,Passenger Vehicles,EV Stock,Cars,BEV,2018,Charging Point,8823.67
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Percent,15869.61
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2024,Charging Point,5896.09
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,12411.81
New York,Commercial Vehicles,EV Stock,Buses,BEV,2019,Vehicles,33659.36
Colorado,Passenger Vehicles,EV Stock,Vans,BEV,2022,Vehicles,24398.61
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Charging Point,8187.15
California,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,23787.28
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Vehicles,42385.33
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Charging Point,22047.31
Washington,Passenger Vehicles,EV Stock,Vans,BEV,2024,Charging Point,759.4
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2024,Charging Point,2840.58
Illinois,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Percent,21962.2
Colorado,Passenger Vehicles,EV Sales,Cars,BEV,2020,Percent,29702.93
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2024,Vehicles,44338
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Charging Point,49099.88
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Charging Point,49020.77
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Percent,27938.91
Florida,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,1882.95
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Vehicles,10752.76
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2024,Charging Point,21773.15
Illinois,Passenger Vehicles,EV Sales,Cars,BEV,2018,Charging Point,43995.83
Washington,Commercial Vehicles,EV Stock,Vans,PHEV,2019,Percent,1175.79
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Percent,25516.04
Texas,Commercial Vehicles,EV Sales,Cars,BEV,2018,Vehicles,32707.93
Arizona,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Percent,14482.67
California,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Percent,15852.35
California,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,19482.51
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Vehicles,13802.25
Georgia,Passenger Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,21915.7
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,7988.84
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2021,Charging Point,10046.66
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Percent,1953.09
California,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Percent,20624.6
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2019,Percent,35396.18
Texas,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Charging Point,25356.99
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,26579.82
Colorado,Commercial Vehicles,EV Stock,Vans,BEV,2024,Vehicles,22552.32
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2021,Vehicles,29283.85
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Charging Point,11560.85
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2023,Charging Point,10455.04
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2018,Charging Point,47104.03
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Percent,22575.43
Colorado,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Vehicles,41376.07
Arizona,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Percent,45849.9
California,Passenger Vehicles,EV Stock,Cars,PHEV,2022,Vehicles,30782.68
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2022,Charging Point,15009.78
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Percent,34022.18
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,21602.6
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Percent,48656.1
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Charging Point,40583.35
New York,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Vehicles,40765.75
California,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Charging Point,29475.58
Arizona,Passenger Vehicles,EV Sales,Vans,BEV,2023,Vehicles,519.94
Nevada,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Percent,41607.85
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2018,Vehicles,1366.06
Florida,Passenger Vehicles,EV Sales,Cars,BEV,2018,Percent,6205.67
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2020,Charging Point,41949.59
Nevada,Commercial Vehicles,EV Sales,Vans,BEV,2021,Charging Point,11017.87
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2021,Vehicles,42072.19
Nevada,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,11893.91
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Vehicles,38558.35
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,27154.6
New York,Commercial Vehicles,EV Sales,Vans,PHEV,2023,Vehicles,33582.59
Florida,Commercial Vehicles,EV Stock,Buses,PHEV,2020,Vehicles,41920.26
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,49203.02
California,Passenger Vehicles,EV Stock,Cars,BEV,2024,Charging Point,4376.02
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2023,Percent,34300.63
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,47940.4
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,18752.4
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Charging Point,16753.87
Washington,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,34030.85
Florida,Passenger Vehicles,EV Sales,Cars,BEV,2023,Vehicles,20157.36
Arizona,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Percent,10801.58
Georgia,Commercial Vehicles,EV Sales,Cars,BEV,2023,Percent,8157.21
New York,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Percent,9712.25
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2022,Vehicles,35245.12
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2019,Vehicles,45942.89
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2024,Percent,40320.08
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2022,Percent,22465.26
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2023,Percent,26477.2
Illinois,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,31046.65
Texas,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,29039.34
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Percent,48426.79
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,44345.98
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,2272.66
California,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Charging Point,41804.72
Nevada,Passenger Vehicles,EV Stock,Cars,BEV,2024,Percent,5791.64
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2021,Charging Point,34541.46
New York,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Charging Point,14353.94
Texas,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Percent,38691.83
Arizona,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Percent,529.45
Colorado,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,19175.36
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Charging Point,1173.96
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Percent,47681.15
Colorado,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Percent,866.71
Texas,Commercial Vehicles,EV Sales,Vans,BEV,2023,Percent,7848.97
Arizona,Commercial Vehicles,EV Sales,Buses,BEV,2018,Vehicles,27009.71
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2019,Charging Point,32342.94
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2020,Percent,36476.66
Arizona,Passenger Vehicles,EV Stock,Bikes,PHEV,2021,Charging Point,12420.43
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Percent,15119.65
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2021,Percent,12071.15
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2019,Charging Point,12279.23
Georgia,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Charging Point,39111.47
Colorado,Passenger Vehicles,EV Stock,Vans,BEV,2023,Vehicles,47405.14
Florida,Passenger Vehicles,EV Stock,Cars,BEV,2023,Vehicles,29830.57
New York,Passenger Vehicles,EV Sales,Buses,BEV,2019,Charging Point,7955.79
Texas,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Percent,3365.1
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2022,Vehicles,12034.91
Texas,Passenger Vehicles,EV Sales,Cars,PHEV,2018,Charging Point,8971.94
Nevada,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Vehicles,28968.21
Illinois,Commercial Vehicles,EV Stock,Buses,BEV,2024,Charging Point,34926.74
Illinois,Passenger Vehicles,EV Stock,Buses,BEV,2024,Percent,329.08
Florida,Commercial Vehicles,EV Sales,Bikes,BEV,2020,Vehicles,22037.06
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,31186.66
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,9724.5
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2019,Vehicles,45058.44
Colorado,Commercial Vehicles,EV Sales,Cars,BEV,2019,Charging Point,27495.71
Nevada,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,17335.35
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,1031.91
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2020,Percent,24266.91
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2022,Charging Point,16863.71
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Charging Point,48480.36
Georgia,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Percent,18999.87
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2024,Vehicles,46058.27
California,Passenger Vehicles,EV Sales,Cars,BEV,2021,Vehicles,34334.11
Illinois,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Charging Point,3790.76
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Percent,46642.75
Nevada,Commercial Vehicles,EV Stock,Cars,PHEV,2021,Percent,8505.58
Washington,Commercial Vehicles,EV Stock,Cars,BEV,2023,Charging Point,22456.38
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,46157.9
New York,Passenger Vehicles,EV Stock,Buses,BEV,2019,Vehicles,41442.64
Texas,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Percent,24430.33
Florida,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Percent,10425.34
Washington,Passenger Vehicles,EV Stock,Vans,BEV,2022,Percent,25512.13
Washington,Commercial Vehicles,EV Stock,Vans,BEV,2019,Percent,27426.96
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Percent,49847.14
Florida,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,41219.16
New York,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Percent,43079.72
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2023,Percent,49310.75
Texas,Commercial Vehicles,EV Stock,Cars,PHEV,2019,Percent,26213.64
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Charging Point,29302.8
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2018,Vehicles,22776.77
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Charging Point,6360.16
New York,Commercial Vehicles,EV Stock,Buses,BEV,2021,Charging Point,26310.31
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Percent,29171.19
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,11939.88
California,Passenger Vehicles,EV Stock,Cars,BEV,2022,Percent,39162.93
Colorado,Commercial Vehicles,EV Stock,Cars,BEV,2022,Charging Point,6311.67
California,Passenger Vehicles,EV Sales,Vans,BEV,2022,Percent,25149.76
Arizona,Passenger Vehicles,EV Sales,Buses,BEV,2019,Percent,33169.38
Nevada,Passenger Vehicles,EV Sales,Cars,BEV,2020,Vehicles,2841.07
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Percent,40222.26
New York,Passenger Vehicles,EV Sales,Vans,BEV,2018,Vehicles,15277.29
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,35915.69
California,Commercial Vehicles,EV Stock,Cars,BEV,2022,Vehicles,5499.64
Florida,Passenger Vehicles,EV Sales,Cars,BEV,2021,Percent,31052.9
Texas,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Percent,27904.88
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2019,Vehicles,7585.13
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,31274.77
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Percent,34597.08
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,24975.27
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2022,Vehicles,28970.98
Colorado,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Percent,44382.24
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,34915.38
California,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Charging Point,45307.14
Washington,Commercial Vehicles,EV Sales,Cars,BEV,2021,Percent,27661.96
California,Commercial Vehicles,EV Sales,Cars,BEV,2022,Vehicles,8825.17
New York,Passenger Vehicles,EV Sales,Vans,BEV,2022,Charging Point,12389.91
Illinois,Passenger Vehicles,EV Stock,Vans,BEV,2019,Vehicles,8902.89
Washington,Commercial Vehicles,EV Sales,Buses,BEV,2019,Percent,16828.9
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2019,Vehicles,23929.05
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,12870.98
Colorado,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,23834.17
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,18281.47
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2022,Vehicles,27811.83
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Charging Point,21482.84
Washington,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Vehicles,21761.23
