region,category,parameter,mode,powertrain,year,unit,value,total_vehicles_sold
Washington,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Percent,15869.61,154
Nevada,Commercial Vehicles,EV Stock,Cars,BEV,2024,Charging Point,5896.09,1244
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,12411.81,866
New York,Commercial Vehicles,EV Stock,Buses,BEV,2019,Vehicles,33659.36,222
Colorado,Passenger Vehicles,EV Stock,Vans,BEV,2022,Vehicles,24398.61,623
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Charging Point,8187.15,1120
California,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Charging Point,23787.28,408
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Vehicles,42385.33,554
Nevada,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Charging Point,22047.31,844
Washington,Passenger Vehicles,EV Stock,Vans,BEV,2024,Charging Point,759.4,403
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2024,Charging Point,2840.58,484
Illinois,Commercial Vehicles,EV Sales,Vans,PHEV,2021,Percent,21962.2,128
Colorado,Passenger Vehicles,EV Sales,Cars,BEV,2020,Percent,29702.93,1068
Nevada,Passenger Vehicles,EV Sales,Buses,PHEV,2024,Vehicles,44338,931
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Charging Point,49099.88,30
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Charging Point,49020.77,189
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Percent,27938.91,820
Florida,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Vehicles,1882.95,379
Florida,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Vehicles,10752.76,589
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2024,Charging Point,21773.15,780
Illinois,Passenger Vehicles,EV Sales,Cars,BEV,2018,Charging Point,43995.83,465
Washington,Commercial Vehicles,EV Stock,Vans,PHEV,2019,Percent,1175.79,409
Colorado,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Percent,25516.04,144
Texas,Commercial Vehicles,EV Sales,Cars,BEV,2018,Vehicles,32707.93,850
Arizona,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Percent,14482.67,741
California,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Percent,15852.35,27
California,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,19482.51,264
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2018,Vehicles,13802.25,596
Georgia,Passenger Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,21915.7,362
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,7988.84,374
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2021,Charging Point,10046.66,690
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Percent,1953.09,416
California,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Percent,20624.6,1251
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2019,Percent,35396.18,971
Texas,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Charging Point,25356.99,4102
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,26579.82,23
Colorado,Commercial Vehicles,EV Stock,Vans,BEV,2024,Vehicles,22552.32,244
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2021,Vehicles,29283.85,1569
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Charging Point,11560.85,1158
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2023,Charging Point,10455.04,378
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2018,Charging Point,47104.03,447
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2020,Percent,22575.43,724
Colorado,Passenger Vehicles,EV Stock,Bikes,PHEV,2022,Vehicles,41376.07,8875
Arizona,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Percent,45849.9,410
California,Passenger Vehicles,EV Stock,Cars,PHEV,2022,Vehicles,30782.68,865
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2022,Charging Point,15009.78,16
Texas,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Percent,34022.18,144
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,21602.6,1478
Colorado,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Percent,48656.1,1150
Florida,Passenger Vehicles,EV Sales,Bikes,BEV,2018,Charging Point,40583.35,445
New York,Commercial Vehicles,EV Stock,Bikes,BEV,2018,Vehicles,40765.75,369
California,Passenger Vehicles,EV Sales,Cars,PHEV,2021,Charging Point,29475.58,490
Arizona,Passenger Vehicles,EV Sales,Vans,BEV,2023,Vehicles,519.94,385
Nevada,Commercial Vehicles,EV Stock,Buses,PHEV,2024,Percent,41607.85,373
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2018,Vehicles,1366.06,153
Florida,Passenger Vehicles,EV Sales,Cars,BEV,2018,Percent,6205.67,718
Nevada,Passenger Vehicles,EV Sales,Buses,BEV,2020,Charging Point,41949.59,966
Nevada,Commercial Vehicles,EV Sales,Vans,BEV,2021,Charging Point,11017.87,92
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2021,Vehicles,42072.19,476
Nevada,Passenger Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,11893.91,432
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Vehicles,38558.35,545
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2019,Percent,27154.6,11608
New York,Commercial Vehicles,EV Sales,Vans,PHEV,2023,Vehicles,33582.59,399
Florida,Commercial Vehicles,EV Stock,Buses,PHEV,2020,Vehicles,41920.26,346
Georgia,Passenger Vehicles,EV Stock,Vans,BEV,2020,Vehicles,49203.02,148
California,Passenger Vehicles,EV Stock,Cars,BEV,2024,Charging Point,4376.02,816
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2023,Percent,34300.63,840
Georgia,Commercial Vehicles,EV Sales,Bikes,PHEV,2023,Vehicles,47940.4,5
Georgia,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,18752.4,49
Colorado,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Charging Point,16753.87,1002
Washington,Passenger Vehicles,EV Sales,Bikes,BEV,2019,Vehicles,34030.85,337
Florida,Passenger Vehicles,EV Sales,Cars,BEV,2023,Vehicles,20157.36,375
Arizona,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Percent,10801.58,806
Georgia,Commercial Vehicles,EV Sales,Cars,BEV,2023,Percent,8157.21,328
New York,Passenger Vehicles,EV Stock,Vans,PHEV,2019,Percent,9712.25,1131
Colorado,Passenger Vehicles,EV Sales,Buses,BEV,2022,Vehicles,35245.12,1048
Georgia,Commercial Vehicles,EV Sales,Buses,BEV,2019,Vehicles,45942.89,30
Florida,Commercial Vehicles,EV Stock,Vans,BEV,2024,Percent,40320.08,59
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2022,Percent,22465.26,320
Georgia,Commercial Vehicles,EV Stock,Cars,BEV,2023,Percent,26477.2,1369
Illinois,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,31046.65,433
Texas,Passenger Vehicles,EV Stock,Vans,PHEV,2023,Vehicles,29039.34,693
Georgia,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Percent,48426.79,820
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,44345.98,325
Georgia,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Vehicles,2272.66,971
California,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Charging Point,41804.72,43
Nevada,Passenger Vehicles,EV Stock,Cars,BEV,2024,Percent,5791.64,219
Florida,Commercial Vehicles,EV Sales,Buses,BEV,2021,Charging Point,34541.46,942
New York,Commercial Vehicles,EV Sales,Bikes,BEV,2019,Charging Point,14353.94,336
Texas,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Percent,38691.83,560
Arizona,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Percent,529.45,436
Colorado,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,19175.36,150
New York,Commercial Vehicles,EV Sales,Bikes,PHEV,2022,Charging Point,1173.96,1132
Nevada,Commercial Vehicles,EV Stock,Bikes,PHEV,2020,Percent,47681.15,364
Colorado,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Percent,866.71,382
Texas,Commercial Vehicles,EV Sales,Vans,BEV,2023,Percent,7848.97,610
Arizona,Commercial Vehicles,EV Sales,Buses,BEV,2018,Vehicles,27009.71,796
Illinois,Commercial Vehicles,EV Sales,Vans,BEV,2019,Charging Point,32342.94,373
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2020,Percent,36476.66,1141
Arizona,Passenger Vehicles,EV Stock,Bikes,PHEV,2021,Charging Point,12420.43,1089
Colorado,Passenger Vehicles,EV Stock,Cars,PHEV,2020,Percent,15119.65,304
Florida,Commercial Vehicles,EV Stock,Cars,BEV,2021,Percent,12071.15,220
Colorado,Commercial Vehicles,EV Stock,Buses,BEV,2019,Charging Point,12279.23,383
Georgia,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Charging Point,39111.47,650
Colorado,Passenger Vehicles,EV Stock,Vans,BEV,2023,Vehicles,47405.14,620
Florida,Passenger Vehicles,EV Stock,Cars,BEV,2023,Vehicles,29830.57,424
New York,Passenger Vehicles,EV Sales,Buses,BEV,2019,Charging Point,7955.79,1315
Texas,Commercial Vehicles,EV Stock,Cars,PHEV,2023,Percent,3365.1,301
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2022,Vehicles,12034.91,439
Texas,Passenger Vehicles,EV Sales,Cars,PHEV,2018,Charging Point,8971.94,477
Nevada,Commercial Vehicles,EV Stock,Buses,PHEV,2022,Vehicles,28968.21,1292
Illinois,Commercial Vehicles,EV Stock,Buses,BEV,2024,Charging Point,34926.74,63
Illinois,Passenger Vehicles,EV Stock,Buses,BEV,2024,Percent,329.08,278
Florida,Commercial Vehicles,EV Sales,Bikes,BEV,2020,Vehicles,22037.06,410
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Vehicles,31186.66,592
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,9724.5,760
Florida,Passenger Vehicles,EV Sales,Buses,BEV,2019,Vehicles,45058.44,379
Colorado,Commercial Vehicles,EV Sales,Cars,BEV,2019,Charging Point,27495.71,1274
Nevada,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,17335.35,40
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,1031.91,211
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2020,Percent,24266.91,426
Georgia,Passenger Vehicles,EV Sales,Cars,BEV,2022,Charging Point,16863.71,239
New York,Passenger Vehicles,EV Sales,Cars,PHEV,2023,Charging Point,48480.36,415
Georgia,Passenger Vehicles,EV Stock,Vans,PHEV,2020,Percent,18999.87,654
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2024,Vehicles,46058.27,1281
California,Passenger Vehicles,EV Sales,Cars,BEV,2021,Vehicles,34334.11,33
Illinois,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Charging Point,3790.76,187
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2020,Percent,46642.75,453
Nevada,Commercial Vehicles,EV Stock,Cars,PHEV,2021,Percent,8505.58,471
Washington,Commercial Vehicles,EV Stock,Cars,BEV,2023,Charging Point,22456.38,743
Colorado,Passenger Vehicles,EV Sales,Bikes,PHEV,2018,Vehicles,46157.9,1458
New York,Passenger Vehicles,EV Stock,Buses,BEV,2019,Vehicles,41442.64,39
Texas,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Percent,24430.33,166
Florida,Commercial Vehicles,EV Sales,Buses,PHEV,2021,Percent,10425.34,531
Washington,Passenger Vehicles,EV Stock,Vans,BEV,2022,Percent,25512.13,7
Washington,Commercial Vehicles,EV Stock,Vans,BEV,2019,Percent,27426.96,144
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Percent,49847.14,568
Florida,Passenger Vehicles,EV Sales,Bikes,PHEV,2020,Percent,41219.16,421
New York,Commercial Vehicles,EV Stock,Vans,PHEV,2024,Percent,43079.72,562
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2023,Percent,49310.75,995
Texas,Commercial Vehicles,EV Stock,Cars,PHEV,2019,Percent,26213.64,505
Florida,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Charging Point,29302.8,141
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2018,Vehicles,22776.77,177
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2020,Charging Point,6360.16,877
New York,Commercial Vehicles,EV Stock,Buses,BEV,2021,Charging Point,26310.31,1117
Texas,Passenger Vehicles,EV Sales,Buses,PHEV,2018,Percent,29171.19,763
Colorado,Commercial Vehicles,EV Sales,Vans,BEV,2019,Percent,11939.88,4
California,Passenger Vehicles,EV Stock,Cars,BEV,2022,Percent,39162.93,494
Colorado,Commercial Vehicles,EV Stock,Cars,BEV,2022,Charging Point,6311.67,47
California,Passenger Vehicles,EV Sales,Vans,BEV,2022,Percent,25149.76,1259
Arizona,Passenger Vehicles,EV Sales,Buses,BEV,2019,Percent,33169.38,11
Nevada,Passenger Vehicles,EV Sales,Cars,BEV,2020,Vehicles,2841.07,463
Arizona,Passenger Vehicles,EV Sales,Buses,PHEV,2021,Percent,40222.26,1336
New York,Passenger Vehicles,EV Sales,Vans,BEV,2018,Vehicles,15277.29,81
New York,Passenger Vehicles,EV Stock,Buses,PHEV,2019,Charging Point,35915.69,657
California,Commercial Vehicles,EV Stock,Cars,BEV,2022,Vehicles,5499.64,3544
Florida,Passenger Vehicles,EV Sales,Cars,BEV,2021,Percent,31052.9,930
Texas,Commercial Vehicles,EV Sales,Vans,PHEV,2022,Percent,27904.88,413
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2019,Vehicles,7585.13,4373
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2022,Vehicles,31274.77,1503
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Percent,34597.08,2290
Arizona,Commercial Vehicles,EV Sales,Cars,PHEV,2024,Vehicles,24975.27,6302
Arizona,Commercial Vehicles,EV Stock,Vans,BEV,2022,Vehicles,28970.98,88
Colorado,Commercial Vehicles,EV Sales,Cars,PHEV,2019,Percent,44382.24,3842
Nevada,Passenger Vehicles,EV Stock,Cars,PHEV,2022,Charging Point,34915.38,234
California,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Charging Point,45307.14,3193
Washington,Commercial Vehicles,EV Sales,Cars,BEV,2021,Percent,27661.96,4469
California,Commercial Vehicles,EV Sales,Cars,BEV,2022,Vehicles,8825.17,1523
New York,Passenger Vehicles,EV Sales,Vans,BEV,2022,Charging Point,12389.91,5336
Illinois,Passenger Vehicles,EV Stock,Vans,BEV,2019,Vehicles,8902.89,759
Washington,Commercial Vehicles,EV Sales,Buses,BEV,2019,Percent,16828.9,110
Colorado,Commercial Vehicles,EV Stock,Vans,PHEV,2019,Vehicles,23929.05,837
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Charging Point,12870.98,666
Colorado,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Vehicles,23834.17,3379
New York,Commercial Vehicles,EV Stock,Buses,PHEV,2023,Charging Point,18281.47,3773
Illinois,Passenger Vehicles,EV Sales,Vans,BEV,2022,Vehicles,27811.83,578
Georgia,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Charging Point,21482.84,70
Washington,Passenger Vehicles,EV Sales,Bikes,BEV,2022,Vehicles,21761.23,628
California,Passenger Vehicles,EV Stock,Vans,BEV,2019,Charging Point,24582,333
Washington,Commercial Vehicles,EV Stock,Bikes,PHEV,2024,Charging Point,49394.97,3201
Arizona,Commercial Vehicles,EV Stock,Cars,PHEV,2024,Percent,27871.77,938
California,Commercial Vehicles,EV Sales,Vans,PHEV,2024,Vehicles,36194.55,532
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2024,Charging Point,20895.61,122
Georgia,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Vehicles,16359.87,336
Nevada,Commercial Vehicles,EV Sales,Cars,PHEV,2020,Vehicles,45837.2,4105
California,Commercial Vehicles,EV Stock,Cars,BEV,2024,Percent,37143.78,3579
Texas,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Charging Point,29163.25,354
Illinois,Passenger Vehicles,EV Sales,Buses,PHEV,2023,Charging Point,16887.92,917
Texas,Commercial Vehicles,EV Stock,Buses,BEV,2022,Vehicles,12967.23,355
Georgia,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Percent,12678.38,147
California,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Charging Point,25236.17,431
Nevada,Commercial Vehicles,EV Sales,Vans,PHEV,2018,Charging Point,43753.54,1246
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Vehicles,44064.29,813
Washington,Passenger Vehicles,EV Sales,Vans,PHEV,2018,Charging Point,37274.76,860
Washington,Commercial Vehicles,EV Stock,Buses,BEV,2022,Vehicles,27170.31,374
Nevada,Passenger Vehicles,EV Stock,Buses,BEV,2019,Charging Point,11822,1638
New York,Commercial Vehicles,EV Stock,Buses,BEV,2024,Charging Point,23994.74,514
California,Passenger Vehicles,EV Stock,Vans,PHEV,2022,Percent,34766.66,767
Texas,Passenger Vehicles,EV Stock,Buses,PHEV,2018,Charging Point,29791.33,1087
Illinois,Passenger Vehicles,EV Stock,Vans,BEV,2024,Charging Point,25750.3,947
Georgia,Passenger Vehicles,EV Stock,Cars,BEV,2018,Percent,21467.76,285
Illinois,Passenger Vehicles,EV Stock,Cars,BEV,2021,Charging Point,37650.46,1427
Georgia,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Vehicles,42127.53,303
California,Commercial Vehicles,EV Stock,Bikes,BEV,2021,Vehicles,36173.27,390
California,Commercial Vehicles,EV Stock,Bikes,BEV,2019,Percent,46902.58,2473
Colorado,Commercial Vehicles,EV Stock,Bikes,PHEV,2019,Charging Point,39015.69,1719
Texas,Commercial Vehicles,EV Sales,Buses,BEV,2024,Percent,22585.18,1188
Arizona,Commercial Vehicles,EV Stock,Buses,BEV,2019,Percent,30876,159
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2019,Charging Point,25267.92,925
Florida,Passenger Vehicles,EV Sales,Cars,PHEV,2019,Charging Point,27361.53,1180
Arizona,Passenger Vehicles,EV Stock,Vans,BEV,2019,Charging Point,44795.42,13085
Washington,Passenger Vehicles,EV Stock,Buses,PHEV,2023,Percent,15112.84,360
Illinois,Passenger Vehicles,EV Stock,Bikes,BEV,2019,Percent,753.43,20
California,Passenger Vehicles,EV Sales,Cars,BEV,2018,Percent,34812.78,1271
Florida,Passenger Vehicles,EV Stock,Vans,BEV,2018,Charging Point,9132.58,373
Georgia,Passenger Vehicles,EV Stock,Buses,BEV,2018,Percent,7796.2,162
New York,Passenger Vehicles,EV Sales,Bikes,PHEV,2023,Percent,49624.56,1907
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2022,Charging Point,13412.09,122
Illinois,Passenger Vehicles,EV Stock,Buses,PHEV,2024,Charging Point,10268.01,892
Georgia,Passenger Vehicles,EV Stock,Bikes,BEV,2024,Percent,9630.07,407
Georgia,Commercial Vehicles,EV Stock,Buses,BEV,2020,Vehicles,20676.44,687
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2022,Percent,20529.95,299
Texas,Commercial Vehicles,EV Stock,Buses,PHEV,2019,Vehicles,31661.73,1193
Arizona,Commercial Vehicles,EV Sales,Buses,BEV,2020,Percent,5271.57,136
New York,Passenger Vehicles,EV Stock,Cars,BEV,2018,Vehicles,31808.7,370
California,Passenger Vehicles,EV Sales,Buses,BEV,2018,Charging Point,22736.28,1969
Georgia,Commercial Vehicles,EV Stock,Vans,PHEV,2021,Charging Point,10461.94,117
New York,Commercial Vehicles,EV Stock,Bikes,BEV,2019,Percent,38933.23,599
Colorado,Passenger Vehicles,EV Stock,Buses,BEV,2019,Charging Point,23755.74,739
Georgia,Commercial Vehicles,EV Sales,Cars,PHEV,2021,Percent,35881.36,357
Nevada,Commercial Vehicles,EV Sales,Buses,PHEV,2022,Percent,46036.42,148
Nevada,Passenger Vehicles,EV Stock,Bikes,BEV,2021,Charging Point,17734.9,531
Florida,Passenger Vehicles,EV Stock,Buses,BEV,2023,Vehicles,44905.43,404
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2019,Percent,10097.04,191
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2023,Vehicles,11184.31,1776
Arizona,Commercial Vehicles,EV Stock,Bikes,PHEV,2023,Vehicles,33218.51,1354
Colorado,Commercial Vehicles,EV Stock,Vans,BEV,2023,Charging Point,5221.32,170
Illinois,Commercial Vehicles,EV Stock,Buses,PHEV,2018,Percent,22793.52,634
Illinois,Commercial Vehicles,EV Sales,Cars,BEV,2021,Charging Point,10770.23,860
Florida,Passenger Vehicles,EV Sales,Cars,PHEV,2020,Percent,28585.73,1518
Nevada,Commercial Vehicles,EV Sales,Cars,BEV,2018,Vehicles,40360.44,1060
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2022,Percent,2216.98,513
New York,Commercial Vehicles,EV Stock,Bikes,PHEV,2018,Vehicles,20724.17,1429
California,Passenger Vehicles,EV Sales,Buses,PHEV,2022,Charging Point,36560.56,181
Texas,Passenger Vehicles,EV Stock,Vans,BEV,2018,Charging Point,17178.49,822
Texas,Passenger Vehicles,EV Stock,Cars,PHEV,2019,Charging Point,2181.13,158
Washington,Commercial Vehicles,EV Stock,Bikes,BEV,2024,Percent,29609.88,1081
Washington,Commercial Vehicles,EV Sales,Buses,BEV,2023,Percent,6096.21,168
Texas,Commercial Vehicles,EV Sales,Bikes,PHEV,2024,Charging Point,18558.99,7837
Nevada,Passenger Vehicles,EV Sales,Vans,BEV,2022,Percent,49527.61,5731
Illinois,Passenger Vehicles,EV Sales,Vans,PHEV,2022,Percent,19961.2,1426
New York,Commercial Vehicles,EV Sales,Cars,BEV,2021,Percent,42158.56,8076
Illinois,Commercial Vehicles,EV Stock,Buses,BEV,2018,Vehicles,43004.33,1442
Illinois,Passenger Vehicles,EV Stock,Buses,PHEV,2022,Percent,13215.28,17386
Illinois,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Charging Point,29815.7,15476
New York,Commercial Vehicles,EV Sales,Bikes,BEV,2018,Charging Point,47378.19,3425
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2018,Percent,30356,16864
Florida,Passenger Vehicles,EV Stock,Buses,PHEV,2020,Vehicles,40681.39,23660
Arizona,Commercial Vehicles,EV Stock,Buses,PHEV,2021,Vehicles,23181.89,5356
Texas,Passenger Vehicles,EV Stock,Cars,BEV,2022,Vehicles,35994.44,16829
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2018,Charging Point,1190.41,5101
Florida,Passenger Vehicles,EV Sales,Vans,BEV,2022,Charging Point,39394.93,8955
Florida,Commercial Vehicles,EV Stock,Cars,PHEV,2020,Percent,33625.29,10647
California,Passenger Vehicles,EV Stock,Vans,BEV,2020,Percent,18006.55,18826
Georgia,Passenger Vehicles,EV Sales,Vans,BEV,2022,Percent,20907.6,23056
Washington,Commercial Vehicles,EV Sales,Bikes,PHEV,2021,Vehicles,16398.03,2728
California,Commercial Vehicles,EV Stock,Cars,PHEV,2019,Percent,26261.9,7640
Washington,Passenger Vehicles,EV Stock,Cars,BEV,2024,Percent,5522.91,5831
Arizona,Commercial Vehicles,EV Stock,Vans,PHEV,2022,Percent,42261.26,393
Colorado,Passenger Vehicles,EV Stock,Cars,BEV,2020,Percent,23954.88,15959
Washington,Passenger Vehicles,EV Sales,Bikes,PHEV,2021,Percent,2250.8,646
Illinois,Passenger Vehicles,EV Stock,Bikes,PHEV,2023,Charging Point,27692.79,5164
Washington,Commercial Vehicles,EV Sales,Buses,PHEV,2018,Charging Point,46532.81,13528
Georgia,Passenger Vehicles,EV Sales,Buses,PHEV,2024,Vehicles,4464.28,119
New York,Passenger Vehicles,EV Stock,Bikes,BEV,2023,Vehicles,6247.31,2756
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2021,Vehicles,19420.45,3413
Arizona,Passenger Vehicles,EV Sales,Vans,PHEV,2021,Charging Point,36807.65,14016
Florida,Passenger Vehicles,EV Stock,Cars,BEV,2024,Charging Point,30270.63,3962
Illinois,Commercial Vehicles,EV Sales,Buses,BEV,2024,Percent,22952.18,6098
Colorado,Commercial Vehicles,EV Stock,Bikes,BEV,2022,Vehicles,49638.02,5692
Arizona,Passenger Vehicles,EV Stock,Cars,PHEV,2021,Percent,9371.08,2050
Florida,Commercial Vehicles,EV Stock,Bikes,PHEV,2018,Charging Point,41105.66,4526
Nevada,Commercial Vehicles,EV Sales,Bikes,BEV,2024,Percent,6279.46,12914
Georgia,Commercial Vehicles,EV Sales,Bikes,BEV,2023,Percent,9062.39,749
